2023-01-23 17:50:00,0.147
2023-01-23 18:05:00,0.183
2023-01-23 18:20:00,0.183
2023-01-23 18:35:00,0.190
2023-01-23 18:50:00,0.188
2023-01-23 19:05:00,0.197
2023-01-23 19:20:00,0.302
2023-01-23 19:35:00,0.165
2023-01-23 19:50:00,0.177
2023-01-23 20:05:00,0.173
2023-01-23 20:20:00,0.168
2023-01-23 20:35:00,0.140
2023-01-23 20:50:00,0.144
2023-01-23 21:05:00,0.153
2023-01-23 21:20:00,0.144
2023-01-23 21:35:00,0.168
2023-01-23 21:50:00,0.212
2023-01-23 22:05:00,0.223
2023-01-23 22:20:00,0.211
2023-01-23 22:35:00,0.233
2023-01-23 22:50:00,0.241
2023-01-23 23:05:00,0.203
2023-01-23 23:20:00,0.207
2023-01-23 23:35:00,0.161
2023-01-23 23:50:00,0.121
2023-01-24 00:05:00,0.039
2023-01-24 00:20:00,0.129
2023-01-24 00:35:00,0.124
2023-01-24 00:50:00,0.115
2023-01-24 01:05:00,0.106
2023-01-24 01:20:00,0.102
2023-01-24 01:35:00,0.115
2023-01-24 01:50:00,0.102
2023-01-24 02:05:00,0.110
2023-01-24 02:20:00,0.108
2023-01-24 02:35:00,0.105
2023-01-24 02:50:00,0.105
2023-01-24 03:05:00,0.111
2023-01-24 03:20:00,0.107
2023-01-24 03:35:00,0.103
2023-01-24 03:50:00,0.117
2023-01-24 04:05:00,0.104
2023-01-24 04:20:00,0.106
2023-01-24 04:35:00,0.110
2023-01-24 04:50:00,0.108
2023-01-24 05:05:00,0.106
2023-01-24 05:20:00,0.110
2023-01-24 05:35:00,0.113
2023-01-24 05:50:00,0.103
2023-01-24 06:05:00,0.112
2023-01-24 06:20:00,0.109
2023-01-24 06:35:00,0.107
2023-01-24 06:50:00,0.110
2023-01-24 07:05:00,0.115
2023-01-24 07:20:00,0.130
2023-01-24 07:35:00,0.128
2023-01-24 07:50:00,0.135
2023-01-24 08:05:00,0.119
2023-01-24 08:20:00,0.283
2023-01-24 08:35:00,0.562
2023-01-24 08:50:00,0.397
2023-01-24 09:05:00,0.304
2023-01-24 09:20:00,0.208
2023-01-24 09:35:00,0.120
2023-01-24 09:50:00,0.115
2023-01-24 10:05:00,0.143
2023-01-24 10:20:00,0.161
2023-01-24 10:35:00,0.133
2023-01-24 10:50:00,0.088
2023-01-24 11:05:00,0.087
